idModelInstance,Parameter,Value,Unit,Description,Reference
Bouchard2010_Chlorpyrifos_Human_PARAM,kbm,1.908,,,
Bouchard2010_Chlorpyrifos_Human_PARAM,kabs,0.46,,,
Bouchard2010_Chlorpyrifos_Human_PARAM,kbr,3.061,,,
Bouchard2010_Chlorpyrifos_Human_PARAM,krb,0.0361,,,
