time,APlasma,[APlasma]
0.0,0.0,0.0
1.0,3.999775338033265e-05,1.5575449135643555e-05
2.0,7.556173921523097e-05,2.94243532769591e-05
3.0,0.0001074095010528545,4.1826129693479164e-05
4.0,0.00013614333425298643,5.301531707670811e-05
5.0,0.0001622679195981898,6.31884422111331e-05
6.0,0.00018620614270299077,7.251018018029235e-05
7.0,0.00020831235163574295,8.111851699211174e-05
8.0,0.00022888346445427347,8.91290749432529e-05
9.0,0.00024816827790180443,9.663873750070266e-05
10.0,0.00026637526382790897,0.00010372868529124181
11.0,0.0002836791088109349,0.00011046694268338586
12.0,0.0003002261858738003,0.00011691050851783501
13.0,0.0003161391460855752,0.0001231071441143206
14.0,0.0003315207621354051,0.00012909686999042254
15.0,0.00034645715019932964,0.000134913220482605
16.0,0.00036102046890108927,0.0001405842947434148
17.0,0.00037527118254859125,0.00014613363806409316
18.0,0.000389259955406898,0.0001515809795198201
19.0,0.0004030292408540118,0.00015694285079984884
20.0,0.00041661460995868577,0.0001622331035664664
21.0,0.00043004587456355086,0.00016746334679265998
22.0,0.00044334800703418317,0.00017264330491985325
23.0,0.0004565419382246834,0.00017778112859216644
24.0,0.0004696452028688145,0.00018288364597695268
25.0,0.0004826724960527645,0.00018795657945979924
26.0,0.000495636130261058,0.00019300472362190733
27.0,0.0005085464236055617,0.00019803209641961123
28.0,0.0005214120207801687,0.00020304206416673232
29.0,0.0005342401657144767,0.00020803744770812958
30.0,0.0005470369284700195,0.0002130206107749297
31.0,0.0005598073961931495,0.00021799353434312675
32.0,0.0005725558286119672,0.00022295787718534546
33.0,0.0005852857976412768,0.00022791503023414202
34.0,0.0005980002964117055,0.0002328661590388261
35.0,0.0006107018318041974,0.0002378122397991423
36.0,0.000623392504816528,0.00024275409066064173
37.0,0.0006360740771151682,0.0002476923976305172
38.0,0.0006487480214896655,0.00025262773422494766
39.0,0.0006614155752170922,0.0002575605822496465
40.0,0.0006740777740386793,0.00026249134503063834
41.0,0.0006867354858316823,0.00026742036052635604
42.0,0.0006993894380657171,0.00027234791201936025
43.0,0.0007120402396333468,0.0002772742366173469
44.0,0.0007246884013400326,0.0002821995332321
45.0,0.0007373343510301193,0.0002871239684696726
46.0,0.0007499784471898388,0.0002920476819275073
47.0,0.0007626209902403251,0.0002969707905920269
48.0,0.0007752622318981953,0.0003018933924837209
49.0,0.0007879023830804132,0.00030681556973536343
50.0,0.0008005416205203569,0.0003117373911683633
51.0,0.0008131800926167926,0.0003166589145704021
52.0,0.0008258179228793314,0.0003215801880371228
53.0,0.0008384552155481927,0.00032650125216051115
54.0,0.0008510920565239887,0.00033142214039096133
55.0,0.000863728521466323,0.00033634288219093575
56.0,0.000876364670131787,0.00034126350083013514
57.0,0.0008890005537712442,0.00034618401626606085
58.0,0.0009016362153298103,0.00035110444522188874
59.0,0.0009142716907929871,0.00035602480171066474
60.0,0.0009269070097492686,0.0003609450972543881
61.0,0.0009395421846271461,0.00036586533669281387
62.0,0.0009521772857604928,0.00037078554741452207
63.0,0.00096481226490383,0.0003757057106323325
64.0,0.0009774471702742797,0.0003806258451223831
65.0,0.000990082016394204,0.000385545956539799
66.0,0.0010027168085368055,0.0003904660469380084
67.0,0.0010153515556750121,0.00039538611981114176
68.0,0.0010279862646471736,0.00040030617782210807
69.0,0.0010406209418905308,0.00040522622347762097
70.0,0.0010532555925468199,0.0004101462587799143
71.0,0.0010658902209245117,0.0004150662854067412
72.0,0.0010785248306338674,0.00041998630476396706
73.0,0.0010911594247000522,0.00042490631802961535
74.0,0.0011037940056511414,0.0004298263261881392
75.0,0.0011164285753830355,0.00043474632997781755
76.0,0.0011290631359318994,0.00043966633019154963
77.0,0.0011416976887856664,0.00044458632740874857
78.0,0.0011543322351911273,0.00044950632211492497
79.0,0.0011669667761929703,0.00045442631471688874
80.0,0.0011796013126666026,0.0004593463055555306
81.0,0.001192235845345516,0.00046426629491647825
82.0,0.0012048703748443375,0.0004691862830390722
83.0,0.0012175049016780407,0.00047410627012384757
84.0,0.0012301394262781411,0.00047902625633884
85.0,0.0012427739488725415,0.0004839462417727965
86.0,0.0012554084733544892,0.0004888662279417793
87.0,0.001268042989196531,0.0004937862107463126
88.0,0.001280677507769389,0.000498706194614248
89.0,0.0012933120254275865,0.0005036261781260072
90.0,0.0013059465423190145,0.0005085461613391801
91.0,0.0013185810585676192,0.0005134661443020324
92.0,0.0013312155742772544,0.0005183861270550056
93.0,0.0013438500895349053,0.0005233061096319725
94.0,0.0013564846044134037,0.0005282260920612943
95.0,0.001369119118919783,0.0005331460743457099
96.0,0.0013817536370335974,0.00053806605803489
97.0,0.0013943881509341529,0.000542986040083393
98.0,0.0014070226604585411,0.0005479060204277808
99.0,0.0014196571740003926,0.0005528260023366015
100.0,0.001432291687418035,0.0005577459841970542
101.0,0.0014449262007313068,0.000562665966016864
102.0,0.0014575607139568393,0.0005675859478025075
103.0,0.0014701952271085077,0.0005725059295593876
104.0,0.0014828297401979311,0.0005774259112920293
105.0,0.0014954642582687909,0.0005823458949644825
106.0,0.0015080987711765185,0.0005872658766263701
107.0,0.0015207332840392468,0.0005921858582707347
108.0,0.0015333677918405082,0.0005971058379441231
109.0,0.0015460023045476368,0.000602025819527896
110.0,0.0015586368172407002,0.0006069458011061916
111.0,0.0015712713365270635,0.0006118657852519717
112.0,0.0015839058495481576,0.0006167857669580053
113.0,0.001596540351213865,0.0006217057442421593
114.0,0.0016091748807062491,0.0006266257323622466
115.0,0.0016218093919523678,0.0006315457133770902
116.0,0.0016344438825828156,0.0006364656863640247
117.0,0.0016470783825352745,0.0006413856629810258
118.0,0.0016597129241674297,0.0006463056558284382
119.0,0.0016723474281354332,0.000651225634009125
120.0,0.0016849819436650407,0.0006561456166919939
121.0,0.0016976164567321815,0.0006610655984159585
122.0,0.001710250969113412,0.0006659855798728239
123.0,0.00172288548149899,0.0006709055613313823
124.0,0.001735519993888793,0.000675825542791586
125.0,0.0017481545062826738,0.0006807455242533776
126.0,0.0017607890186804465,0.0006856655057166847
127.0,0.0017734235310818821,0.0006905854871814182
128.0,0.0017860580506541938,0.0006955054714385489
129.0,0.001798692563053838,0.000700425452902585
130.0,0.0018113270754428505,0.0007053454343624808
131.0,0.0018239615878218025,0.000710265415818459
132.0,0.0018365961001911328,0.0007151853972706902
133.0,0.0018492306073266034,0.0007201053766848144
134.0,0.0018618651264571272,0.0007250253607699093
135.0,0.0018744996387655179,0.0007299453421984104
136.0,0.0018871341510512212,0.0007348653236180767
137.0,0.0018997686633272545,0.0007397853050339776
138.0,0.0019124031755933812,0.0007447052864460207
139.0,0.0019250376878494255,0.0007496252678541377
140.0,0.0019376722000952887,0.0007545452492582899
141.0,0.0019503067123309438,0.0007594652306584671
142.0,0.001962941224556388,0.0007643852120546682
143.0,0.0019755757367717714,0.0007693051934469514
144.0,0.001988210248977205,0.0007742251748353603
145.0,0.0020008447611728855,0.000779145156219971
146.0,0.0020134792733590874,0.0007840651376008907
147.0,0.002026113785536081,0.0007889851189782247
148.0,0.002038748297704143,0.0007939051003520805
149.0,0.0020513828098636666,0.0007988250817226116
150.0,0.002064017322015033,0.0008037450630899661
151.0,0.002076651834158591,0.0008086650444542799
152.0,0.002089286346294752,0.0008135850258157134
