time,Skin,Aart,[Aart]
8.375,9002.0,0.0,0.0
8.416666666666666,9002.0,0.0,0.0
8.458333333333334,9002.0,0.0,0.0
8.5,9002.0,0.0,0.0
8.541666666666666,9002.0,0.0,0.0
8.583333333333334,9002.0,0.0,0.0
8.625,9002.0,0.0,0.0
8.666666666666666,9002.0,0.0,0.0
8.708333333333334,9002.0,0.0,0.0
8.75,9002.0,0.0,0.0
8.791666666666666,9002.0,0.0,0.0
8.833333333333334,9002.0,0.0,0.0
8.875,9002.0,0.0,0.0
8.916666666666666,9002.0,0.0,0.0
8.958333333333334,9002.0,0.0,0.0
9.0,9002.0,0.0,0.0
9.041666666666666,10002.0,0.0,0.0
9.083333333333334,10002.0,0.0,0.0
9.125,10002.0,0.0,0.0
9.166666666666666,10002.0,0.0,0.0
9.208333333333334,10002.0,0.0,0.0
9.25,10002.0,0.0,0.0
9.291666666666666,10002.0,0.0,0.0
9.333333333333334,10002.0,0.0,0.0
9.375,10002.0,0.0,0.0
9.416666666666666,10002.0,0.0,0.0
9.458333333333334,10002.0,0.0,0.0
9.5,10002.0,0.0,0.0
9.541666666666666,10002.0,0.0,0.0
9.583333333333334,10002.0,0.0,0.0
9.625,10002.0,0.0,0.0
9.666666666666666,10002.0,0.0,0.0
9.708333333333334,10002.0,0.0,0.0
9.75,10002.0,0.0,0.0
9.791666666666666,10002.0,0.0,0.0
9.833333333333334,10002.0,0.0,0.0
9.875,10002.0,0.0,0.0
9.916666666666666,10002.0,0.0,0.0
9.958333333333334,10002.0,0.0,0.0
10.0,10002.0,0.0,0.0
