time,ASkin,ARestBody,[ARestBody]
6.208333333333333,469.2513605029733,1992.7702153236432,1992.7702153236432
6.25,401.4313984553512,2018.0559097535815,2018.0559097535815
6.291666666666667,343.41354953868637,2033.11486466372,2033.11486466372
6.333333333333333,293.7807734185437,2039.5634073014985,2039.5634073014985
6.375,251.3213037045315,2038.780821994311,2038.780821994311
6.416666666666667,214.99841076035605,2031.9443295226856,2031.9443295226856
6.458333333333333,183.92518141848782,2020.058260629968,2020.058260629968
6.5,157.34289719621364,2003.9790658512914,2003.9790658512914
6.541666666666667,134.60249119723923,1984.436763084941,1984.436763084941
6.583333333333333,115.14870439808011,1962.0532617327426,1962.0532617327426
6.625,98.50652900791644,1937.3580405489006,1937.3580405489006
6.666666666666667,84.26960902373492,1910.801560909097,1910.801560909097
6.708333333333333,72.09031822529178,1882.766739213693,1882.766739213693
6.75,61.671272113626685,1853.578760184596,1853.578760184596
6.791666666666667,52.75806653329764,1823.5134708832265,1823.5134708832265
6.833333333333333,45.13306580740619,1792.8045604596375,1792.8045604596375
6.875,38.61008866370317,1761.6497011943638,1761.6497011943638
6.916666666666667,33.02986088136169,1730.2158024950027,1730.2158024950027
6.958333333333333,28.256130169365886,1698.6434987674143,1698.6434987674143
7.0,24.1723362816095,1667.0509949446955,1667.0509949446955
7.041666666666667,876.1502461020635,1778.505674626928,1778.505674626928
7.083333333333333,749.5243025508762,1866.4566743490818,1866.4566743490818
7.125,641.1979201484039,1934.460983996452,1934.460983996452
7.166666666666667,548.5274139781721,1985.5519802236256,1985.5519802236256
7.208333333333333,469.2504699287682,2022.3222737964522,2022.3222737964522
7.25,401.43041176348964,2046.9881914404914,2046.9881914404914
7.291666666666667,343.4123022652819,2061.4405634158566,2061.4405634158566
7.333333333333333,293.78049531835194,2067.2938308377406,2067.2938308377406
7.375,251.32153198881448,2065.9289692701273,2065.9289692701273
7.416666666666667,214.99830146529808,2058.5233789292483,2058.5233789292483
7.458333333333333,183.92500254259872,2046.0798481767536,2046.0798481767536
7.5,157.34323106838022,2029.4542133877187,2029.4542133877187
7.541666666666667,134.60329296002263,2009.3769727134888,2009.3769727134888
7.583333333333333,115.14961736780003,1986.4701560687272,1986.4701560687272
7.625,98.50749064940221,1961.2626667529714,1961.2626667529714
7.666666666666667,84.27068171607797,1934.2045914234811,1934.2045914234811
7.708333333333333,72.09145639412188,1905.6787459840778,1905.6787459840778
7.75,61.67238919068735,1876.0101419123112,1876.0101419123112
7.791666666666667,52.75914218566225,1845.4743336077895,1845.4743336077895
7.833333333333333,45.13410921514921,1814.3047645787196,1814.3047645787196
7.875,38.61108796586166,1782.698924385105,1782.698924385105
7.916666666666667,33.03079919337898,1750.823525527121,1750.823525527121
7.958333333333333,28.257003161860837,1718.8189894157154,1718.8189894157154
8.0,24.173147806551615,1686.8033172134672,1686.8033172134672
8.041666666666666,876.1509222209851,1797.8437931132348,1797.8437931132348
8.083333333333334,749.5248858935072,1885.389230806572,1885.389230806572
8.125,641.1984234320682,1952.9964733570953,1952.9964733570953
8.166666666666666,548.5278396306345,2003.6987308370142,2003.6987308370142
8.208333333333334,469.2508343352871,2040.0884231081343,2040.0884231081343
8.25,401.43072780433346,2064.3817098520035,2064.3817098520035
8.291666666666666,343.41256301628476,2078.4692767360425,2078.4692767360425
8.333333333333334,293.78071590016214,2083.9653753811363,2083.9653753811363
