time,ASkin,APlasma,[APlasma]
4.333333333333333,258.0492189944002,3096.59062870376,3096.59062870376
4.375,258.0491869748961,3096.5902408871284,3096.5902408871284
4.416666666666667,258.0491552751205,3096.589856567219,3096.589856567219
4.458333333333333,258.0491203777513,3096.5894372763946,3096.5894372763946
4.5,258.0490864236509,3096.5890283017807,3096.5890283017807
4.541666666666667,258.0490491915444,3096.5885834767396,3096.5885834767396
4.583333333333333,258.04901477284176,3096.588169420939,3096.588169420939
4.625,258.0489777443141,3096.587726822383,3096.587726822383
4.666666666666667,258.0489423983412,3096.587302625356,3096.587302625356
4.708333333333333,258.0489066793944,3096.5868743492492,3096.5868743492492
4.75,258.04887159770476,3096.586453042606,3096.586453042606
4.791666666666667,258.04883696151086,3096.5860366081997,3096.5860366081997
4.833333333333333,258.0488021405266,3096.5856181528115,3096.5856181528115
4.875,258.048766803697,3096.585194055808,3096.585194055808
4.916666666666667,258.0487306199672,3096.584760696559,3096.584760696559
4.958333333333333,258.0486950336581,3096.584333871096,3096.584333871096
5.0,258.0486613534581,3096.583927892087,3096.583927892087
5.041666666666667,309.6888987347628,3716.2348360645055,3716.2348360645055
5.083333333333333,309.65842629764404,3715.901522199452,3715.901522199452
5.125,309.6587773941715,3715.905317422689,3715.905317422689
5.166666666666667,309.65873287089676,3715.9047853392412,3715.9047853392412
5.208333333333333,309.65862972857565,3715.9036121506574,3715.9036121506574
5.25,309.6586386248905,3715.9036642905844,3715.9036642905844
5.291666666666667,309.6584699989296,3715.9017749290347,3715.9017749290347
5.333333333333333,309.6585927940078,3715.903072741398,3715.903072741398
5.375,309.6585104544803,3715.9021270662342,3715.9021270662342
5.416666666666667,309.6584753713094,3715.9016982172916,3715.9016982172916
5.458333333333333,309.65844139369267,3715.901281459461,3715.901281459461
5.5,309.6584135311457,3715.9009315800063,3715.9009315800063
5.541666666666667,309.6583584817709,3715.900284367724,3715.900284367724
5.583333333333333,309.6583113066677,3715.8997232736006,3715.8997232736006
5.625,309.6582635222447,3715.8991555155626,3715.8991555155626
5.666666666666667,309.65822023509014,3715.898636942582,3715.898636942582
5.708333333333333,309.65817561266067,3715.8981037661765,3715.8981037661765
5.75,309.6581324811356,3715.897586895279,3715.897586895279
5.791666666666667,309.65809084051506,3715.8970863298887,3715.8970863298887
5.833333333333333,309.6580505078153,3715.8966000687765,3715.8966000687765
5.875,309.6580072196117,3715.896081484359,3715.896081484359
5.916666666666667,309.6579642378551,3715.895566251452,3715.895566251452
5.958333333333333,309.65792156254554,3715.895054370055,3715.895054370055
6.0,309.657879193683,3715.8945458401686,3715.8945458401686
6.041666666666667,361.2980693623373,4335.5449240384805,4335.5449240384805
6.083333333333333,361.26810077052056,4335.217122268917,4335.217122268917
6.125,361.2679578233048,4335.215503929947,4335.215503929947
6.166666666666667,361.26792784716764,4335.215123081668,4335.215123081668
6.208333333333333,361.2678636486868,4335.214368055535,4335.214368055535
6.25,361.2678221162794,4335.213861413639,4335.213861413639
6.291666666666667,361.26777701956155,4335.213315535752,4335.213315535752
6.333333333333333,361.2677279481763,4335.2127261755795,4335.2127261755795
6.375,361.2676804600713,4335.212154139312,4335.212154139312
6.416666666666667,361.26763065493105,4335.211556754783,4335.211556754783
6.458333333333333,361.26757845250177,4335.210933143544,4335.210933143544
6.5,361.2675287116569,4335.210336462722,4335.210336462722
6.541666666666667,361.26747892931417,4335.209739328055,4335.209739328055
6.583333333333333,361.2674291999204,4335.209142772497,4335.209142772497
6.625,361.2673795950432,4335.2085475787735,4335.2085475787735
6.666666666666667,361.2673300184609,4335.207952694519,4335.207952694519
6.708333333333333,361.2672804701734,4335.207358119734,4335.207358119734
6.75,361.26723095018065,4335.206763854417,4335.206763854417
6.791666666666667,361.26718145848275,4335.20616989857,4335.20616989857
6.833333333333333,361.2671318022988,4335.205574143735,4335.205574143735
6.875,361.2670821336684,4335.204978252781,4335.204978252781
6.916666666666667,361.2670324763618,4335.204382485683,4335.204382485683
6.958333333333333,361.266982830379,4335.20378684244,4335.20378684244
7.0,361.26693319571996,4335.203191323054,4335.203191323054
7.041666666666667,412.9072119775633,4954.854538146379,4954.854538146379
7.083333333333333,412.87710903189424,4954.525252712513,4954.525252712513
7.125,412.8769450200927,4954.523393973091,4954.523393973091
7.166666666666667,412.8769558241914,4954.523453887432,4954.523453887432
7.208333333333333,412.87689580247167,4954.522737236335,4954.522737236335
7.25,412.87683593277944,4954.522022253561,4954.522022253561
7.291666666666667,412.87677919108114,4954.521341481042,4954.521341481042
7.333333333333333,412.87672255427873,4954.520661855649,4954.520661855649
7.375,412.8766659174764,4954.519982230256,4954.519982230256
7.416666666666667,412.87660928067396,4954.519302604863,4954.519302604863
7.458333333333333,412.87655264387155,4954.518622979469,4954.518622979469
7.5,412.8764960070692,4954.517943354076,4954.517943354076
7.541666666666667,412.8764393702668,4954.517263728682,4954.517263728682
7.583333333333333,412.8763827476888,4954.516584259016,4954.516584259016
7.625,412.8763261262096,4954.515904801378,4954.515904801378
7.666666666666667,412.87626950473043,4954.515225343742,4954.515225343742
7.708333333333333,412.8762128832513,4954.514545886104,4954.514545886104
