time,APlasma,[APlasma]
0.0,0.0,0.0
0.041666666666666664,0.0018810168012906366,0.0007206960924485198
0.08333333333333333,0.001161319980222805,0.00044495018399341187
0.125,0.0005814955145894266,0.000222795216317788
0.16666666666666666,0.0002661374657588666,0.0001019683776853895
0.20833333333333334,0.00011610420548755308,4.448436991860272e-05
0.25,4.923050436630608e-05,1.8862262209312677e-05
0.2916666666666667,2.0503282822732166e-05,7.85566391675562e-06
0.3333333333333333,8.439196809287241e-06,3.2334087391905137e-06
0.375,3.4462302929011e-06,1.3203947482379691e-06
0.4166666666666667,1.3997205294996503e-06,5.362913906128929e-07
0.4583333333333333,5.663926437620384e-07,2.1700867577089593e-07
0.5,2.2859437929985857e-07,8.758405337159333e-08
0.5416666666666666,9.209238682151307e-08,3.528443939521574e-08
0.5833333333333334,3.7053314817151235e-08,1.4196672343736106e-08
0.625,1.4894967096914871e-08,5.706883945178112e-09
0.6666666666666666,5.983788113192018e-09,2.2926391238283597e-09
0.7083333333333334,2.4028017559771713e-09,9.206136996081117e-10
0.75,9.645434962893688e-10,3.695568951300264e-10
0.7916666666666666,3.8710440099126217e-10,1.4831586244875948e-10
0.8333333333333334,1.553335667367653e-10,5.951477652749628e-11
0.875,6.232374928652781e-11,2.387883114426353e-11
0.9166666666666666,2.5003865954021385e-11,9.580025269739994e-12
0.9583333333333334,1.0030813936003012e-11,3.843223730269353e-12
1.0,4.023905575377697e-12,1.5417262740910715e-12
1.0416666666666667,0.0018810167577644412,0.0007206960757718166
1.0833333333333333,0.001161311140201846,0.0004449467970122015
1.125,0.0005814935132138504,0.00022279444950722236
1.1666666666666667,0.00026613735826876085,0.00010196833650144095
1.2083333333333333,0.00011610430682836591,4.4484408746500354e-05
1.25,4.923056847230478e-05,1.8862286770998e-05
1.2916666666666667,2.0503309269333152e-05,7.855674049552932e-06
1.3333333333333333,8.439205496438034e-06,3.2334120676007794e-06
1.375,3.4462325275222382e-06,1.3203956044146506e-06
1.4166666666666667,1.3997207793146145e-06,5.362914863274386e-07
1.4583333333333333,5.663924655580236e-07,2.1700860749349565e-07
1.5,2.2859418747081297e-07,8.758397987387471e-08
1.5416666666666667,9.209226223713399e-08,3.528439166173716e-08
1.5833333333333333,3.7053244877264274e-08,1.4196645546844549e-08
1.625,1.4894931265577799e-08,5.706870216696475e-09
1.6666666666666667,5.9837705630079186e-09,2.292632399619892e-09
1.7083333333333333,2.4027934953046234e-09,9.206105345994726e-10
1.75,9.645396780739096e-10,3.695554322122259e-10
1.7916666666666667,3.8710267386662997e-10,1.483152007151839e-10
1.8333333333333333,1.5533279366084552e-10,5.951448032982587e-11
