time,APlasma,[APlasma]
0.0,0.0,0.0
0.041666666666666664,3.925028338725243e-09,1.6354284744688513e-09
0.08333333333333333,4.370936042256393e-09,1.8212233509401634e-09
0.125,4.113099811973975e-09,1.7137915883224897e-09
0.16666666666666666,3.6809964961824483e-09,1.5337485400760203e-09
0.20833333333333334,3.238904184074359e-09,1.349543410030983e-09
0.25,2.8331115606984923e-09,1.1804631502910386e-09
0.2916666666666667,2.4730341110435318e-09,1.0304308796014717e-09
0.3333333333333333,2.1571616317648974e-09,8.988173465687074e-10
0.375,1.8811625017496224e-09,7.838177090623428e-10
0.4166666666666667,1.6403341408469354e-09,6.834725586862231e-10
0.4583333333333333,1.4302943222988415e-09,5.959559676245172e-10
0.5,1.2471367789485554e-09,5.196403245618981e-10
0.5416666666666666,1.0874298610463879e-09,4.5309577543599497e-10
0.5833333333333334,9.481737143525518e-10,3.9507238098022993e-10
0.625,8.26750365275346e-10,3.444793188647275e-10
0.6666666666666666,7.208764220693414e-10,3.003651758622256e-10
0.7083333333333334,6.285607049416103e-10,2.61900293725671e-10
0.75,5.480669664089282e-10,2.283612360037201e-10
0.7916666666666666,4.778812862129586e-10,1.9911720258873275e-10
0.8333333333333334,4.166836122602983e-10,1.7361817177512428e-10
0.875,3.6332293738357753e-10,1.5138455724315733e-10
0.9166666666666666,3.1679565243276237e-10,1.3199818851365098e-10
0.9583333333333334,2.762266707317196e-10,1.1509444613821651e-10
1.0,2.4085296952782266e-10,1.0035540396992612e-10
1.0416666666666667,4.135039426241435e-09,1.722933094267265e-09
1.0833333333333333,4.554053749844065e-09,1.8975223957683605e-09
1.125,4.272765819977189e-09,1.7803190916571623e-09
1.1666666666666667,3.820215580382122e-09,1.5917564918258843e-09
1.2083333333333333,3.360294513465591e-09,1.4001227139439963e-09
1.25,2.9389565521215906e-09,1.2245652300506628e-09
1.2916666666666667,2.5653245509915457e-09,1.0688852295798107e-09
1.3333333333333333,2.2376333247906394e-09,9.323472186627666e-10
1.375,1.951328959492616e-09,8.130537331219234e-10
1.4166666666666667,1.7015150544679208e-09,7.089646060283003e-10
1.4583333333333333,1.4836403834780394e-09,6.181834931158497e-10
1.5,1.2936513217795296e-09,5.39021384074804e-10
1.5416666666666667,1.127987732451352e-09,4.699948885213967e-10
1.5833333333333333,9.83537728077981e-10,4.098073866991588e-10
1.625,8.57585648856877e-10,3.5732735369036547e-10
1.6666666666666667,7.477629265471388e-10,3.1156788606130786e-10
1.7083333333333333,6.520041125907186e-10,2.716683802461328e-10
1.75,5.685082016261862e-10,2.3687841734424426e-10
1.7916666666666667,4.95704808435104e-10,2.0654367018129333e-10
1.8333333333333333,4.3222464689075626e-10,1.8009360287114844e-10
1.875,3.7687378072305325e-10,1.5703074196793887e-10
1.9166666666666667,3.286111691968259e-10,1.3692132049867743e-10
1.9583333333333333,2.86529087555895e-10,1.1938711981495624e-10
2.0,2.4983605461329683e-10,1.0409835608887367e-10
2.0416666666666665,4.142870290976838e-09,1.7261959545736825e-09
2.0833333333333335,4.560881163749929e-09,1.9003671515624706e-09
2.125,4.278721036564024e-09,1.7828004319016766e-09
2.1666666666666665,3.825408028213133e-09,1.593920011755472e-09
2.2083333333333335,3.3648221681464714e-09,1.4020092367276964e-09
