file,id,name,route,chemical_group,unit,bqm_is_class_id,bqm_is_class_label,bqm_is_class_iri,bqb_is_class_id,bqb_is_class_label,bqb_is_class_iri
Wang.sbml,AIT,Amount in intestinal tissue,oral,Mycotoxins,umol,,,,CHEBI:10022,deoxynivalenol,http://purl.obolibrary.org/obo/CHEBI_10022
Wang.sbml,ALiver,Amount in liver,oral,Mycotoxins,umol,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:10022,deoxynivalenol,http://purl.obolibrary.org/obo/CHEBI_10022
Wang.sbml,ABlood,Amount in blood,oral,Mycotoxins,umol,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:10022,deoxynivalenol,http://purl.obolibrary.org/obo/CHEBI_10022
Wang.sbml,ARest,Amount in rest of body,oral,Mycotoxins,umol,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:10022,deoxynivalenol,http://purl.obolibrary.org/obo/CHEBI_10022
Wang.sbml,AMet,Amount metabolised,oral,Mycotoxins,umol,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:10022,deoxynivalenol,http://purl.obolibrary.org/obo/CHEBI_10022
Gilbert_Sandoval.sbml,ASt,Amount in stomach,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI1,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI2,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI3,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI4,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI5,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI6,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ASI7,Amount in small intestine,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,AColon,Amount in colon,oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,AFeaces,Amount in feces,oral,Mycotoxins,ng,PBPKO:00273,amount in feces,http://purl.obolibrary.org/obo/PBPKO_00273,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ALiver,Amount in liver,oral,Mycotoxins,ng,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ABlood,Amount in blood,oral,Mycotoxins,ng,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ARest,Amount in rest of body,oral,Mycotoxins,ng,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ALiverMet1,Amount in liver (metabolised),oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Gilbert_Sandoval.sbml,ALiverMet2,Amount in liver (metabolised),oral,Mycotoxins,ng,,,,CHEBI:2504,aflatoxin B1,http://purl.obolibrary.org/obo/CHEBI_2504
Mukherjee.sbml,AGILumen,Amount in GI lumen,oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,AFast,Amount in fast GI lumen,oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ASlow,Amount in slow GI lumen,oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,AColon,Amount in colon,oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,AGut,Amount in gut,oral,Mycotoxins,ng,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ALiver,Amount in liver,oral,Mycotoxins,ng,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ABlood,Amount in blood,oral,Mycotoxins,ng,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ARest,Amount in rest of body,oral,Mycotoxins,ng,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ASt,Amount in stomach,oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ASpleen,Amount in spleen,oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ABile,Amount in Bile (may be removed),oral,Mycotoxins,ng,,,,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,AFeces,Amount in feces,oral,Mycotoxins,ng,PBPKO:00273,amount in feces,http://purl.obolibrary.org/obo/PBPKO_00273,CHEBI:10106,zearalenone,http://purl.obolibrary.org/obo/CHEBI_10106
Mukherjee.sbml,ALiverMet1,Amount of metabolite in liver,oral,Mycotoxins,ng,,,,,,
Mukherjee.sbml,ALiverMet2,Amount of metabolite in liver,oral,Mycotoxins,ng,,,,,,
Mukherjee.sbml,ALiverMet3,Amount of metabolite in liver,oral,Mycotoxins,ng,,,,,,
Mukherjee.sbml,ALiverMet4,Amount of metabolite in liver,oral,Mycotoxins,ng,,,,,,
model_B_inh_exh_art_ven.sbml,Aair,,inhalation,Generic,ug,,,,,,
model_B_inh_exh_art_ven.sbml,Aart,,inhalation,Generic,ug,,,,,,
model_B_inh_exh_art_ven.sbml,Aven,amount of chemical in venous blood,inhalation,Generic,ug,,,,,,
model_B_inh_exh_art_ven.sbml,Arest,amount of chemical in rest-of-body,inhalation,Generic,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,,,
model_B_inh_exh_art_ven.sbml,Alung,,inhalation,Generic,ug,,,,,,
model_C_inh_exh_art_ven.sbml,Aair,,inhalation,Generic,ug,,,,,,
model_C_inh_exh_art_ven.sbml,Aart,,inhalation,Generic,ug,,,,,,
model_C_inh_exh_art_ven.sbml,Aven,amount of chemical in venous blood,inhalation,Generic,ug,,,,,,
model_C_inh_exh_art_ven.sbml,Arest,amount of chemical in rest-of-body,inhalation,Generic,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,,,
model_C_inh_exh_art_ven.sbml,Alung,,inhalation,Generic,ug,,,,,,
model_C_inh_exh_art_ven.sbml,Abloodlung,,inhalation,Generic,,,,,,,
model_A_inh_exh_art_ven.sbml,Aair,,inhalation,Generic,ug,,,,,,
model_A_inh_exh_art_ven.sbml,Aart,,inhalation,Generic,ug,,,,,,
model_A_inh_exh_art_ven.sbml,Aven,amount of chemical in venous blood,inhalation,Generic,ug,,,,,,
model_A_inh_exh_art_ven.sbml,Arest,amount of chemical in rest-of-body,inhalation,Generic,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,,,
