file,id,name,route,chemical_group,unit,bqm_is_class_id,bqm_is_class_label,bqm_is_class_iri
Ruiz2010_Female.sbml,Red_Blood_Cell,Red blood cells compartment,oral,Heavy Metals,L,PBPKO:00634,red blood cell compartment,http://purl.obolibrary.org/obo/PBPKO_00634
Ruiz2010_Female.sbml,Metallothionein,Metallothionein blood compartment,oral,Heavy Metals,L,PBPKO:00464,blood compartment,http://purl.obolibrary.org/obo/PBPKO_00464
Ruiz2010_Female.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
Ruiz2010_Female.sbml,Daily_Uptake,Amount daily uptake,oral,Heavy Metals,L,,,
Clewell1999.sbml,Gut_lumen,Gut lumen compartment,oral,Heavy Metals,L,PBPKO:00478,gut lumen compartment,http://purl.obolibrary.org/obo/PBPKO_00478
Clewell1999.sbml,Gut,Gut compartment,oral,Heavy Metals,L,PBPKO:00477,gut compartment,http://purl.obolibrary.org/obo/PBPKO_00477
Clewell1999.sbml,Liver,Liver compartment,oral,Heavy Metals,L,PBPKO:00558,liver compartment,http://purl.obolibrary.org/obo/PBPKO_00558
Clewell1999.sbml,Red_Blood_Cell,Red blood cells compartment,oral,Heavy Metals,L,PBPKO:00634,red blood cell compartment,http://purl.obolibrary.org/obo/PBPKO_00634
Clewell1999.sbml,Plasma,Plasma compartment,oral,Heavy Metals,L,PBPKO:00488,plasma compartment,http://purl.obolibrary.org/obo/PBPKO_00488
Clewell1999.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
Clewell1999.sbml,Feces,Feces compartment,oral,Heavy Metals,L,PBPKO:00555,feces compartment,http://purl.obolibrary.org/obo/PBPKO_00555
Pouillot2022.sbml,GI,Gut compartment,oral,Heavy Metals,L,PBPKO:00477,gut compartment,http://purl.obolibrary.org/obo/PBPKO_00477
Pouillot2022.sbml,Intestinal_Tissue,Intestinal tissue compartment,oral,Heavy Metals,L,,,
Pouillot2022.sbml,Liver,Liver compartment,oral,Heavy Metals,L,PBPKO:00558,liver compartment,http://purl.obolibrary.org/obo/PBPKO_00558
Pouillot2022.sbml,Kidney,Kidney compartment,oral,Heavy Metals,L,PBPKO:00557,kidney compartment,http://purl.obolibrary.org/obo/PBPKO_00557
Pouillot2022.sbml,Plasma,Plasma compartment,oral,Heavy Metals,L,PBPKO:00488,plasma compartment,http://purl.obolibrary.org/obo/PBPKO_00488
Pouillot2022.sbml,Red_Blood_Cell,Red blood cells compartment,oral,Heavy Metals,L,PBPKO:00634,red blood cell compartment,http://purl.obolibrary.org/obo/PBPKO_00634
Pouillot2022.sbml,Metallothionein,Metallothionein blood compartment,oral,Heavy Metals,L,PBPKO:00464,blood compartment,http://purl.obolibrary.org/obo/PBPKO_00464
Pouillot2022.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
Pouillot2022.sbml,Daily_Uptake,Amount of daily uptake,oral,Heavy Metals,L,,,
Ou2018.sbml,Gut_lumen,Gut lumen compartment,oral,Heavy Metals,L,PBPKO:00478,gut lumen compartment,http://purl.obolibrary.org/obo/PBPKO_00478
Ou2018.sbml,Gut,Gut compartment,oral,Heavy Metals,L,PBPKO:00477,gut compartment,http://purl.obolibrary.org/obo/PBPKO_00477
Ou2018.sbml,Liver,Liver compartment,oral,Heavy Metals,L,PBPKO:00558,liver compartment,http://purl.obolibrary.org/obo/PBPKO_00558
Ou2018.sbml,Red_Blood_Cell,Red blood cells compartment,oral,Heavy Metals,L,PBPKO:00634,red blood cell compartment,http://purl.obolibrary.org/obo/PBPKO_00634
Ou2018.sbml,Plasma,Plasma compartment,oral,Heavy Metals,L,PBPKO:00488,plasma compartment,http://purl.obolibrary.org/obo/PBPKO_00488
Ou2018.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
Ou2018.sbml,Feces,Feces compartment,oral,Heavy Metals,L,PBPKO:00555,feces compartment,http://purl.obolibrary.org/obo/PBPKO_00555
Bechaux2014_Male.sbml,GI,Gastro-intestinal compartment,oral,Heavy Metals,L,,,
Bechaux2014_Male.sbml,Intestinal_Tissue,Intestinal tissue compartment,oral,Heavy Metals,L,,,
Bechaux2014_Male.sbml,Liver,Liver compartment,oral,Heavy Metals,L,PBPKO:00558,liver compartment,http://purl.obolibrary.org/obo/PBPKO_00558
Bechaux2014_Male.sbml,Kidney,Kidney compartment,oral,Heavy Metals,L,PBPKO:00557,kidney compartment,http://purl.obolibrary.org/obo/PBPKO_00557
Bechaux2014_Male.sbml,Plasma,Plasma compartment,oral,Heavy Metals,L,PBPKO:00488,plasma compartment,http://purl.obolibrary.org/obo/PBPKO_00488
Bechaux2014_Male.sbml,Red_Blood_Cell,Red blood cells compartment,oral,Heavy Metals,L,PBPKO:00634,red blood cell compartment,http://purl.obolibrary.org/obo/PBPKO_00634
Bechaux2014_Male.sbml,Metallothionein,Mettalothioneine blood compartment,oral,Heavy Metals,L,PBPKO:00552,arterial blood compartment,http://purl.obolibrary.org/obo/PBPKO_00552
Bechaux2014_Male.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
Bechaux2014_Male.sbml,Daily_Uptake,,oral,Heavy Metals,L,,,
Bechaux2014_Female.sbml,GI,Gastro-intestinal compartment,oral,Heavy Metals,L,,,
Bechaux2014_Female.sbml,Intestinal_Tissue,Intestinal tissue compartment,oral,Heavy Metals,L,,,
Bechaux2014_Female.sbml,Liver,Liver compartment,oral,Heavy Metals,L,PBPKO:00558,liver compartment,http://purl.obolibrary.org/obo/PBPKO_00558
Bechaux2014_Female.sbml,Kidney,Kidney compartment,oral,Heavy Metals,L,PBPKO:00557,kidney compartment,http://purl.obolibrary.org/obo/PBPKO_00557
Bechaux2014_Female.sbml,Plasma,Plasma compartment,oral,Heavy Metals,L,PBPKO:00488,plasma compartment,http://purl.obolibrary.org/obo/PBPKO_00488
Bechaux2014_Female.sbml,Red_Blood_Cell,Red blood cells compartment,oral,Heavy Metals,L,PBPKO:00634,red blood cell compartment,http://purl.obolibrary.org/obo/PBPKO_00634
Bechaux2014_Female.sbml,Metallothionein,Mettalothioneine blood compartment,oral,Heavy Metals,L,PBPKO:00552,arterial blood compartment,http://purl.obolibrary.org/obo/PBPKO_00552
Bechaux2014_Female.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
Bechaux2014_Female.sbml,Daily_Uptake,,oral,Heavy Metals,L,,,
OFlaherty2000.sbml,Liver,Liver compartment,oral,Heavy Metals,L,PBPKO:00558,liver compartment,http://purl.obolibrary.org/obo/PBPKO_00558
OFlaherty2000.sbml,Blood,Blood compartment,oral,Heavy Metals,L,PBPKO:00464,blood compartment,http://purl.obolibrary.org/obo/PBPKO_00464
OFlaherty2000.sbml,Rest,Rest of body compartment,oral,Heavy Metals,L,PBPKO:00450,rest of body compartment,http://purl.obolibrary.org/obo/PBPKO_00450
model_A_inh_exh_art_ven.sbml,Air,alveolar air,inhalation,Generic,L,PBPKO:00458,skin exposed stratum corneum compartment,http://purl.obolibrary.org/obo/PBPKO_00458
model_A_inh_exh_art_ven.sbml,Arterial,,inhalation,Generic,L,,,
model_A_inh_exh_art_ven.sbml,Venous,,inhalation,Generic,L,,,
model_A_inh_exh_art_ven.sbml,RestofBody,,inhalation,Generic,L,,,
model_C_inh_exh_art_ven.sbml,Air,alveolar air,inhalation,Generic,L,PBPKO:00458,skin exposed stratum corneum compartment,http://purl.obolibrary.org/obo/PBPKO_00458
model_C_inh_exh_art_ven.sbml,Arterial,,inhalation,Generic,L,,,
model_C_inh_exh_art_ven.sbml,Venous,,inhalation,Generic,L,,,
model_C_inh_exh_art_ven.sbml,RestofBody,,inhalation,Generic,L,,,
model_C_inh_exh_art_ven.sbml,Lung,lung,inhalation,Generic,L,,,
model_C_inh_exh_art_ven.sbml,Bloodlung,,inhalation,Generic,,,,
model_B_inh_exh_art_ven.sbml,Air,alveolar air,inhalation,Generic,L,PBPKO:00458,skin exposed stratum corneum compartment,http://purl.obolibrary.org/obo/PBPKO_00458
model_B_inh_exh_art_ven.sbml,Arterial,,inhalation,Generic,L,,,
model_B_inh_exh_art_ven.sbml,Venous,,inhalation,Generic,L,,,
model_B_inh_exh_art_ven.sbml,RestofBody,,inhalation,Generic,L,,,
model_B_inh_exh_art_ven.sbml,Lung,lung,inhalation,Generic,L,,,
