time,APlasma,[APlasma]
0.0,0.0,0.0
0.041666666666666664,1.3192476225529895e-07,5.1372570971689616e-08
0.08333333333333333,3.4044871150700564e-07,1.3257348578933242e-07
0.125,5.608654519032076e-07,2.18405549806545e-07
0.16666666666666666,7.865656003372717e-07,3.0629501570766035e-07
0.20833333333333331,1.0160281048262465e-06,3.9564957353046985e-07
0.25,1.2482572621871565e-06,4.860814883906373e-07
0.29166666666666663,1.4823809981253159e-06,5.772511674942818e-07
0.3333333333333333,1.7176013148171818e-06,6.688478640253823e-07
0.375,1.9532033281844804e-06,7.605931963335205e-07
0.41666666666666663,2.188539586958603e-06,8.522350416505462e-07
0.4583333333333333,2.423019742512787e-06,9.435435134395588e-07
0.5,2.6561156458678396e-06,1.0343129462102178e-06
0.5416666666666666,2.8873524622029337e-06,1.1243584354372794e-06
0.5833333333333333,3.1163042426872203e-06,1.213514113195958e-06
0.625,3.3425909934101992e-06,1.3016320067796727e-06
0.6666666666666666,3.5658752268282633e-06,1.3885806958053984e-06
0.7083333333333333,3.7858584552045917e-06,1.47424394673076e-06
0.75,4.002277664817307e-06,1.5585193398821289e-06
0.7916666666666666,4.214902736374959e-06,1.64131726494352e-06
0.8333333333333333,4.423533635445058e-06,1.7225598268867048e-06
0.875,4.628000572790911e-06,1.8021809084076753e-06
0.9166666666666666,4.8281572718013435e-06,1.880123548209246e-06
0.9583333333333333,5.02388230476001e-06,1.9563404613551443e-06
1.0,5.215074235515227e-06,2.0307921477863033e-06
1.0416666666666665,5.533583425606721e-06,2.1548222062331466e-06
1.0833333333333333,5.924005114100712e-06,2.3068555740267572e-06
1.125,6.32156560626311e-06,2.4616688497909306e-06
1.1666666666666665,6.719699566565146e-06,2.616705438693593e-06
1.2083333333333333,7.116804821658503e-06,2.7713414414558027e-06
1.25,7.5118828249631014e-06,2.9251880159513635e-06
1.2916666666666665,7.904096135135574e-06,3.0779190557381515e-06
1.3333333333333333,8.29263813539869e-06,3.2292204577097703e-06
1.375,8.67682879157337e-06,3.3788274110488198e-06
1.4166666666666665,9.05604556823402e-06,3.526497495418232e-06
1.4583333333333333,9.429739494818452e-06,3.6720169372346003e-06
1.5,9.797432599750492e-06,3.8151996104947405e-06
1.5416666666666665,1.0158702397130012e-05,3.9558809957671386e-06
1.5833333333333333,1.051317905021227e-05,4.09391707562783e-06
1.625,1.0860544472017986e-05,4.22918398443068e-06
1.6666666666666665,1.120052818577249e-05,4.361576396328851e-06
1.7083333333333333,1.1532901366582783e-05,4.491005205055601e-06
1.75,1.1857473486591037e-05,4.6173962175198734e-06
1.7916666666666665,1.2174089620161517e-05,4.740689104424267e-06
1.8333333333333333,1.2482628209520399e-05,4.860836530187071e-06
1.875,1.2782995713855315e-05,4.9778020692583e-06
1.9166666666666665,1.3075128529171456e-05,5.091560953727202e-06
1.9583333333333333,1.3358984479953947e-05,5.202096760106678e-06
2.0,1.3634546363474644e-05,5.309402789515048e-06
2.0416666666666665,1.4033761397747171e-05,5.464860357378182e-06
2.083333333333333,1.4501259493596565e-05,5.646907902490874e-06
2.125,1.4972433250891097e-05,5.830386779942016e-06
2.1666666666666665,1.544070991126128e-05,6.012737504385234e-06
2.208333333333333,1.5904637531397214e-05,6.193394677335363e-06
2.25,1.6363293525094132e-05,6.371999036251609e-06
2.2916666666666665,1.6815883291098596e-05,6.548241156969859e-06
2.333333333333333,1.7261713914122907e-05,6.721851212664683e-06
2.375,1.7700178032521458e-05,6.892592691791843e-06
2.4166666666666665,1.8130740284891375e-05,7.060257120284803e-06
2.458333333333333,1.855293149453659e-05,7.224661796937923e-06
2.5,1.896634681358805e-05,7.385649070711857e-06
