time,APlasma
0.0,0.0
0.041666666666666664,0.0008356004453207319
0.08333333333333333,0.0017910771299494827
0.125,0.002446332072491809
0.16666666666666666,0.0028703195739091815
0.20833333333333331,0.0031403469295218415
0.25,0.003309846264012737
0.29166666666666663,0.0034138922804900465
0.3333333333333333,0.003475354618769855
0.375,0.0035091294544732157
0.41666666666666663,0.003524917580123869
0.4583333333333333,0.0035290361249982914
0.5,0.0035255986627926125
0.5416666666666666,0.0035172837547962185
0.5833333333333333,0.003505835446564957
0.625,0.003492389204213456
0.6666666666666666,0.003477684170115953
0.7083333333333333,0.00346220136624342
0.75,0.0034462538335845293
0.7916666666666666,0.003430045070804525
0.8333333333333333,0.00341370732691847
0.875,0.0033973264273322737
0.9166666666666666,0.0033809579806869223
0.9583333333333333,0.003364637912625815
1.0,0.0033483893247355533
1.0416666666666665,0.004167799444790322
1.0833333333333333,0.00510722255846312
1.125,0.00574653395981304
1.1666666666666665,0.00615465077498
1.2083333333333333,0.006408927065731725
1.25,0.00656278177736342
1.2916666666666665,0.006651290625161112
1.3333333333333333,0.006697324030014372
1.375,0.006715777995865211
1.4166666666666665,0.0067163528829597184
1.4583333333333333,0.006705365269548307
1.5,0.0066869280716867745
1.5416666666666665,0.006663719165989747
1.5833333333333333,0.006637482073831362
1.625,0.006609351467229967
1.6666666666666665,0.006580065767098396
1.7083333333333333,0.0065501053035718
1.75,0.0065197823309675555
1.7916666666666665,0.006489299657371541
1.8333333333333333,0.006458788806872522
1.875,0.006428334887277069
1.9166666666666665,0.006397992863635933
1.9583333333333333,0.006367797933233172
2.0,0.00633777250464027
2.0416666666666665,0.007143493967812107
2.083333333333333,0.008069345100124062
2.125,0.008695182623970715
2.1666666666666665,0.009089895520641897
2.208333333333333,0.009330872821776375
2.25,0.00947152385294951
2.2916666666666665,0.009546922685460058
2.333333333333333,0.009579938772751342
2.375,0.009585467402431836
2.4166666666666665,0.009573208116457867
2.458333333333333,0.00954947698784251
2.5,0.009518386481809858
2.5416666666666665,0.009482613760225543
2.583333333333333,0.009443901506861757
